subj,subj_head,obj,obj_head,root,sent
,,load,ﬁnd,need,"To ﬁnd out the actual loads on your front and rear axles, you need to go to a weigh station and weigh your vehicle."
you,need,vehicle,weigh,need,"To ﬁnd out the actual loads on your front and rear axles, you need to go to a weigh station and weigh your vehicle."
dealer,help,you,help,help,Your dealer can help you with this.
,,load,spread,be,Be sure to spread out your load equally on both sides of the centerline.
,,GVWR,exceed,exceed," Never exceed the GVWR for your vehicle, or the GAWR for either the front or rear axle."
you,have,load,have,spread,"If you do have a heavy load, you should spread it out."
you,spread,it,spread,spread,"If you do have a heavy load, you should spread it out."
vehicle,have,gvwr,have,have,Similar appearing vehicles may have different GVWRs and payloads.
,,label,note,note,Please note your vehicle’s Certiﬁcation/Tire label or consult your dealer for additional details.
,,dealer,consult,note,Please note your vehicle’s Certiﬁcation/Tire label or consult your dealer for additional details.
,,vehicle,load,caution," {CAUTION:  Do not load your vehicle any heavier than the GVWR, or either the maximum front or rear GAWR."
it,change,way,change,break,"If you do, parts on your vehicle can break, and it can change the way your vehicle handles."
you,lose,control,lose,cause,These could cause you to lose control and crash.
overloading,shorten,life,shorten,shorten,"Also, overloading can shorten the life of your vehicle."
use,change,component,use,change, Using heavier suspension components to get added durability might not change your vehicle’s weight ratings.
use,change,durability,get,change, Using heavier suspension components to get added durability might not change your vehicle’s weight ratings.
use,change,rating,change,change, Using heavier suspension components to get added durability might not change your vehicle’s weight ratings.
,,dealer,ask,ask,Ask your dealer to help you load your vehicle the right way.
you,load,vehicle,load,ask,Ask your dealer to help you load your vehicle the right way.
overload,cause,vehicle,overload,notice,Notice: Overloading your vehicle may cause damage.
overload,cause,damage,cause,notice,Notice: Overloading your vehicle may cause damage.
,,vehicle,overload,overload,Do not overload your vehicle.
you,put,thing,put,go," If you put things inside your vehicle-like suitcases, tools, packages, or anything else-they will go as fast as the vehicle goes."
you,put,people,injure,," {CAUTION:  Things you put inside your vehicle can strike and injure people in a sudden stop or turn, or in a crash."
cid:127,put,thing,put,put, (cid:127) Put things in the cargo area of your  vehicle.
,,weight,spread,try,Try to spread the weight evenly.
,,thing,stack,stack,"(cid:127) Never stack heavier things, like suitcases, inside the vehicle so that some of them are above the tops of the seats."
,,restraint,leave,leave, (cid:127) Do not leave an unsecured child restraint  in your vehicle.
you,carry,something,carry,secure,"When you carry something inside the vehicle, secure it whenever you can."
you,carry,it,secure,secure,"When you carry something inside the vehicle, secure it whenever you can."
,,seat,leave,leave,(cid:127) Do not leave a seat folded down unless  you need to.
that,keep,vehicle,keep,equip, Your vehicle may be equipped with an electronically controlled air suspension system that automatically keeps your vehicle level as you load and unload.
system,include,compressor,include,include,"The system includes a compressor, two height sensors and two air springs supporting the rear axle."
system,include,axle,support,include,"The system includes a compressor, two height sensors and two air springs supporting the rear axle."
system,have,clock,have,have, The system also has an internal clock to prevent overheating.
system,have,overheating,prevent,have, The system also has an internal clock to prevent overheating.
system,inﬂate,vehicle,raise,have," The ignition has to be on for the system to inﬂate, in order to raise the vehicle to the standard ride height after loading."
system,lower,vehicle,lower,lower,The system can lower the vehicle to the standard ride height after unloading with the ignition on and also for up to 30 minutes after the ignition has been turned off.
you,load,vehicle,load,hear," You may hear the compressor operating when you load your vehicle, and periodically as the system adjusts the vehicle to the standard ride height."
system,adjust,vehicle,adjust,hear," You may hear the compressor operating when you load your vehicle, and periodically as the system adjusts the vehicle to the standard ride height."
,,hose,remove,remove,Remove the inﬂator hose from the outlet during loading and unloading.
,,vehicle,start,achieve,"Upon starting the vehicle, proper height will be achieved."
protection,design,system,protect,design,"Overload protection is designed to protect the air suspension system, and it is an indicator to the driver that the vehicle is overloaded."
it,allow,damage,allow,allow,"When the overload protection mode is on, it will not allow damage to the air compressor."
,,vehicle,overload,overload,"However, do not overload the vehicle."
,,load,see,see,See Loading Your Vehicle on page 4-49.
,,Vehicle,load,see,See Loading Your Vehicle on page 4-49.
load,exceed,GAWR,exceed,exceed," If the suspension remains at a low height, the rear axle load has exceeded GAWR (Gross Axle Weight Rating)."
compressor,operate,vehicle,raise,operate,"When the overload protection mode is activated, the compressor operates for about 30 seconds to one minute without raising the vehicle depending on the amount of overload."
inﬂator,be,ignition,turn,turn,"If the indicator light is ﬂashing without the load leveling function or the inﬂator being active, turn off the ignition."
,,ignition,turn,turn,The next day turn on the ignition and check the indicator light.
,,light,check,turn,The next day turn on the ignition and check the indicator light.
,,plow,add,add,Adding a Snow Plow or Similar Equipment  
add,damage,plow,add,damage," Notice: Adding a snow plow or similar equipment to your vehicle can damage it, and the repairs would not be covered by warranty."
add,damage,it,damage,damage," Notice: Adding a snow plow or similar equipment to your vehicle can damage it, and the repairs would not be covered by warranty."
,,plow,install,install,Do not install a snow plow or similar equipment on your vehicle.
,,trailer,tow,tow,Towing a Trailer  
you,use,equipment,use,lose,"If you do not use the correct equipment and drive properly, you can lose control when you pull a trailer."
you,lose,control,lose,lose,"If you do not use the correct equipment and drive properly, you can lose control when you pull a trailer."
you,pull,trailer,pull,lose,"If you do not use the correct equipment and drive properly, you can lose control when you pull a trailer."
,,trailer,pull,pull,Pull a trailer only if you have followed all the steps in this section.
you,follow,step,follow,pull,Pull a trailer only if you have followed all the steps in this section.
,,dealer,ask,ask,Ask your dealer for advice and information about towing a trailer with your vehicle.
,,trailer,tow,ask,Ask your dealer for advice and information about towing a trailer with your vehicle.
pull,damage,trailer,pull,notice,Notice: Pulling a trailer improperly can damage your vehicle and result in costly repairs that would not be covered by your warranty.
pull,damage,vehicle,damage,notice,Notice: Pulling a trailer improperly can damage your vehicle and result in costly repairs that would not be covered by your warranty.
,,instruction,follow,follow,Always follow the instructions in this section and check with your dealer for more information about towing a trailer with your vehicle.
,,trailer,tow,follow,Always follow the instructions in this section and check with your dealer for more information about towing a trailer with your vehicle.
,,capacity,identify,read," To identify the trailering capacity of your vehicle, you should read the information in “Weight of the Trailer” that appears later in this section."
you,read,information,read,read," To identify the trailering capacity of your vehicle, you should read the information in “Weight of the Trailer” that appears later in this section."
trailering,be,vehicle,drive,be, 4-55  Trailering is different than just driving your vehicle by itself.
trailering,mean,change,mean,mean,"Trailering means changes in acceleration, braking, handling, durability and fuel economy."
trailering,take,equipment,take,take,"Successful, safe trailering takes correct equipment, and it has to be used properly.  "
,,section,read,read,So please read this section carefully before you pull a trailer.
you,pull,trailer,pull,read,So please read this section carefully before you pull a trailer.
you,tow,trailer,tow,drive," Then, during the ﬁrst 500 miles (800 km) that you tow a trailer, don’t drive over 50 mph (80 km/h) and don’t make starts at full throttle."
you,tow,start,make,drive," Then, during the ﬁrst 500 miles (800 km) that you tow a trailer, don’t drive over 50 mph (80 km/h) and don’t make starts at full throttle."
you,want,transmission,shift,want,"You may want to shift the transmission to THIRD (3) or, if necessary, a lower gear selection if the transmission shifts too often (e.g., under heavy loads and/or hilly conditions).  "
you,decide,trailer,pull,decide,If You Do Decide To Pull A Trailer
,,control,use,consider,Consider using a sway control.
,,Hitches,see,see,See “Hitches” later  in this section.
,,trailer,tow,tow,Don’t tow a trailer at all during the ﬁrst 500 miles (800 km) your new vehicle is driven.
you,plan,rig,use,depend, It depends on how you plan to use your rig.
vehicle,use,trailer,pull,be,"For example, speed, altitude, road grades, outside temperature and how much your vehicle is used to pull a trailer are all important."
it,depend,that,have,depend,"And, it can also depend on any special equipment that you have on your vehicle."
,,weight,ﬁnd,look,Look in the following chart to ﬁnd the maximum trailer weight for your vehicle.
you,ask,dealer,ask,ask," You can ask your dealer for our trailering information or advice, or you can write us at the address listed in your Warranty and Owner Assistance Information Booklet."
you,write,we,write,ask," You can ask your dealer for our trailering information or advice, or you can write us at the address listed in your Warranty and Owner Assistance Information Booklet."
,,weight,write,write,"In Canada, write to:  General Motors of Canada Limited Customer Communication Centre, 163-005 1908 Colonel Sam Drive Oshawa, Ontario L1H 8P7  4-57  Weight of the Trailer Tongue"
it,affect,weight,affect,be,The tongue load (A) of any trailer is an important weight to measure because it affects the total or gross weight of your vehicle.
